time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/entropy_loss,train/learning_rate,train/value_loss,train/loss,train/clip_fraction,train/clip_range,train/approx_kl,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/std
1521,1,1,2048,,,,,,,,,,,
1440,2,2,4096,-5.673309659957885,0.00025,0.7973773214966059,0.49714142084121704,0.039208984375,0.2,0.005643975,10,0.07816684246063232,-0.004297837149351835,0.9990744590759277
1422,4,3,6144,-5.666055592894554,0.00025,2.978391804546118,1.791835069656372,0.072607421875,0.2,0.0066273427,20,-0.1311887502670288,-0.008512446691747754,0.9966146349906921
1414,5,4,8192,-5.660517370700836,0.00025,4.340914763510227,2.278578996658325,0.049609375,0.2,0.0097396225,30,0.00929105281829834,-0.007198174233781174,0.995292067527771
1409,7,5,10240,-5.651939731836319,0.00025,6.06078188419342,2.656831979751587,0.04091796875,0.2,0.005168224,40,0.047895848751068115,-0.0040734151960350575,0.9926851987838745
1392,8,6,12288,-5.651057231426239,0.00025,7.01743596047163,4.116146087646484,0.040478515625,0.2,0.004038394,50,0.013693094253540039,-0.002951338242564816,0.9954325556755066
1390,10,7,14336,-5.660965400934219,0.00025,6.501975317299366,2.3051719665527344,0.0439453125,0.2,0.0062354854,60,-0.05305302143096924,-0.006109886264312081,0.996001660823822
1389,11,8,16384,-5.658667472004891,0.00025,7.9351359233260155,2.7703065872192383,0.047900390625,0.2,0.005686175,70,0.0412411093711853,-0.0030277288606157526,0.9952728748321533
1390,13,9,18432,-5.657960110902787,0.00025,5.843819989264011,2.097529649734497,0.017236328125,0.2,0.0051537324,80,0.12105494737625122,-0.0021328481554519383,0.9959216713905334
1390,14,10,20480,-5.645441049337387,0.00025,3.0332819767296315,1.2492355108261108,0.056982421875,0.2,0.008148038,90,0.22903645038604736,-0.004068853150238283,0.9881449937820435
1388,16,11,22528,-5.6266413033008575,0.00025,6.42193358540535,3.3861377239227295,0.068017578125,0.2,0.008355492,100,-0.07464802265167236,-0.004774902635836043,0.9885263442993164
1387,17,12,24576,-5.630965432524681,0.00025,8.531712290644645,3.9593746662139893,0.04755859375,0.2,0.0059825163,110,0.03384643793106079,-0.004713226118474268,0.9886613488197327
1381,19,13,26624,-5.6314966708421705,0.00025,8.120179572701455,3.969785213470459,0.046435546875,0.2,0.007209929,120,-0.06745028495788574,-0.005477968085324391,0.9885599613189697
1381,20,14,28672,-5.621089309453964,0.00025,7.788366600871086,3.4406261444091797,0.027880859375,0.2,0.0046353755,130,-0.005897641181945801,-0.004680385353276506,0.9842985272407532
1382,22,15,30720,-5.605194824934006,0.00025,11.345778948068618,6.806641101837158,0.0845703125,0.2,0.007285515,140,-0.04598844051361084,-0.007359086800715886,0.981092631816864
1366,23,16,32768,-5.59369632601738,0.00025,12.889616504311562,6.3238725662231445,0.057763671875,0.2,0.0053497483,150,0.059714436531066895,-0.0061785998579580335,0.9781510233879089
1367,25,17,34816,-5.584439331293106,0.00025,13.64272250533104,6.313314914703369,0.044677734375,0.2,0.0067852065,160,0.0276639461517334,-0.005377660709200427,0.9770209789276123
1368,26,18,36864,-5.581746339797974,0.00025,10.633247193694114,6.443304538726807,0.056640625,0.2,0.0063976683,170,0.026525259017944336,-0.005484472800162621,0.9770458936691284
1369,28,19,38912,-5.579556232690811,0.00025,19.47542603611946,8.707926750183105,0.0546875,0.2,0.007285836,180,0.19036400318145752,-0.0072247540709213355,0.9748784899711609
1369,29,20,40960,-5.579503524303436,0.00025,15.559908926486969,6.888180255889893,0.05791015625,0.2,0.0060273926,190,0.340972363948822,-0.006376034033019095,0.9778586626052856
1371,31,21,43008,-5.589525347948074,0.00025,20.092970657348634,10.992454528808594,0.037109375,0.2,0.0047216406,200,0.3851199150085449,-0.004469285300001502,0.979590117931366
1372,32,22,45056,-5.59957375228405,0.00025,18.057477074861527,8.638449668884277,0.076513671875,0.2,0.008247594,210,0.13844585418701172,-0.006780915689887479,0.9822787046432495
1373,34,23,47104,-5.598851090669632,0.00025,10.69722267985344,5.207020282745361,0.074169921875,0.2,0.008958617,220,0.23225367069244385,-0.006670424024923705,0.9791918992996216
1373,35,24,49152,-5.590400817990303,0.00025,14.462622612714767,5.9533305168151855,0.041796875,0.2,0.005311639,230,0.11297106742858887,-0.002330625674221665,0.9791701436042786
1373,37,25,51200,-5.594953042268753,0.00025,15.390732824802399,6.220625877380371,0.080908203125,0.2,0.009449456,240,0.3860694169998169,-0.008482454359182157,0.9817821979522705
1373,38,26,53248,-5.6036508738994595,0.00025,17.818381345272066,9.586731910705566,0.06279296875,0.2,0.005200606,250,0.2366410493850708,-0.0036926684086211027,0.9827365875244141
1375,40,27,55296,-5.611549142003059,0.00025,20.86476125717163,12.416354179382324,0.043701171875,0.2,0.0060201725,260,0.031896889209747314,-0.004762171491165645,0.9865222573280334
1375,41,28,57344,-5.623017057776451,0.00025,13.590697175264358,6.803183555603027,0.094775390625,0.2,0.009051396,270,0.12145626544952393,-0.002951071594725363,0.9871399402618408
1375,43,29,59392,-5.627743998169899,0.00025,15.129328086972237,6.556993007659912,0.073095703125,0.2,0.007415907,280,0.13886094093322754,-0.004167900996981189,0.9891510009765625
1376,44,30,61440,-5.621283647418022,0.00025,20.31500399708748,11.002715110778809,0.060205078125,0.2,0.005966885,290,-0.016502737998962402,-0.004423280950868502,0.9842209815979004
