time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/n_updates,train/clip_range,train/explained_variance,train/std,train/value_loss
1,1,1191,2048,,,,,,,,,,,
3,2,1185,4096,-5.673451274633408,0.051611328125,-0.005726801260607317,0.00025,0.005416966,0.1984723061323166,10,0.2,0.07707041501998901,0.9989644289016724,0.40633797738701105
5,3,1171,6144,-5.66912716627121,0.086669921875,-0.006781851925188676,0.00025,0.0071799713,0.17068332433700562,20,0.2,0.022835373878479004,0.9979925155639648,0.477657875046134
7,4,1166,8192,-5.667602673172951,0.027001953125,-0.00391144490276929,0.00025,0.004148579,2.208993434906006,30,0.2,0.01728147268295288,0.9979413151741028,4.158026626706123
8,5,1156,10240,-5.672153890132904,0.014990234375,-0.001866063376655802,0.00025,0.0051187146,5.420408725738525,40,0.2,-0.012096285820007324,1.0000468492507935,10.900325685739517
10,6,1170,12288,-5.670645761489868,0.022314453125,-0.00444494622061029,0.00025,0.005680409,2.5889077186584473,50,0.2,-0.04407227039337158,0.9979674816131592,6.353037640452385
12,7,1159,14336,-5.666543197631836,0.0384765625,-0.0061471840657759454,0.00025,0.006947879,1.3479037284851074,60,0.2,-0.00015783309936523438,0.9973926544189453,2.9312296278774737
14,8,1158,16384,-5.670755273103714,0.022998046875,-0.003014889868791215,0.00025,0.0046316097,2.774143695831299,70,0.2,-0.03808307647705078,1.0016636848449707,5.148982071876526
15,9,1157,18432,-5.685974204540253,0.051513671875,-0.005343477288261056,0.00025,0.0060820337,3.2410964965820312,80,0.2,0.028580188751220703,1.0026968717575073,5.823395559191704
17,10,1154,20480,-5.684572318196297,0.054931640625,-0.006336260060197674,0.00025,0.0058302274,2.6595041751861572,90,0.2,0.04651576280593872,1.0007739067077637,8.218269675970078
19,11,1161,22528,-5.680736303329468,0.021142578125,-0.0024854844799847343,0.00025,0.005242129,2.189818859100342,100,0.2,-0.06843304634094238,1.0017282962799072,7.080533939599991
21,12,1156,24576,-5.67714586853981,0.07138671875,-0.00667131781228818,0.00025,0.007776512,1.6370973587036133,110,0.2,-0.03171348571777344,0.998738169670105,3.8588956743478775
22,13,1161,26624,-5.669190162420273,0.0474609375,-0.00540269908378832,0.00025,0.005499268,6.140296459197998,120,0.2,0.031242787837982178,0.9985393285751343,12.113113656640053
24,14,1158,28672,-5.668963226675987,0.02392578125,-0.0017235215491382405,0.00025,0.003805446,6.724676132202148,130,0.2,0.032854676246643066,0.9983165264129639,14.335631823539734
26,15,1155,30720,-5.668690118193626,0.031884765625,-0.002561129575769883,0.00025,0.0042140186,5.93339729309082,140,0.2,0.051255762577056885,0.9993053078651428,13.039063489437103
28,16,1133,32768,-5.669417241215706,0.033544921875,-0.004933198314392939,0.00025,0.006088097,2.4730827808380127,150,0.2,0.05227184295654297,0.9978419542312622,4.608268512785434
32,17,1057,34816,-5.667340213060379,0.039892578125,-0.004540260930662043,0.00025,0.0069025913,3.9959757328033447,160,0.2,0.11290639638900757,0.9976761341094971,7.997829103469849
34,18,1055,36864,-5.6625912129879,0.062060546875,-0.007900103480642429,0.00025,0.0076827738,2.5867292881011963,170,0.2,0.2861554026603699,0.9947723150253296,6.321082833409309
37,19,1037,38912,-5.64397186934948,0.062939453125,-0.004319399455562234,0.00025,0.007877109,2.1972529888153076,180,0.2,0.3434908390045166,0.9887691736221313,5.248431760072708
39,20,1030,40960,-5.635101506114006,0.034423828125,-0.0027846604702062906,0.00025,0.0042393715,2.5361320972442627,190,0.2,0.03161221742630005,0.9924293756484985,4.296326230466366
42,21,1022,43008,-5.6479066669940945,0.04267578125,-0.003741720906691626,0.00025,0.0052715777,3.043562173843384,200,0.2,0.3937104344367981,0.9942539930343628,6.700635901093483
44,22,1019,45056,-5.653101700544357,0.018310546875,-0.002262874742154963,0.00025,0.0026755384,3.1948800086975098,210,0.2,0.34292978048324585,0.9948187470436096,6.6100000739097595
47,23,1001,47104,-5.654934942722321,0.057958984375,-0.004530269067618065,0.00025,0.0056968145,3.2132203578948975,220,0.2,0.5551491975784302,0.9947088956832886,5.847198064625263
49,24,1002,49152,-5.65907960832119,0.027294921875,-0.0009275524440454319,0.00025,0.0038570566,2.990184783935547,230,0.2,-0.008370637893676758,0.997795581817627,7.150494208931923
50,25,1004,51200,-5.6672545909881595,0.0421875,-0.003978336459840648,0.00025,0.008023023,5.1495842933654785,240,0.2,0.46120476722717285,0.9983536005020142,10.05925648510456
52,26,1007,53248,-5.670929902791977,0.041748046875,-0.00462309159047436,0.00025,0.0065416466,3.2833404541015625,250,0.2,0.5408580303192139,0.9984093904495239,7.490688303112984
54,27,1009,55296,-5.670997151732445,0.062646484375,-0.005329148555756546,0.00025,0.0067245318,3.0215423107147217,260,0.2,0.43186241388320923,0.9993877410888672,6.652598470449448
56,28,1012,57344,-5.669027704000473,0.049951171875,-0.00453749156295089,0.00025,0.0047623254,4.692319393157959,270,0.2,0.2678876519203186,0.9970306158065796,9.537880539894104
58,29,1016,59392,-5.669954910874367,0.069970703125,-0.005485114132170565,0.00025,0.0055224085,4.196807384490967,280,0.2,0.2793772220611572,1.001207709312439,8.367619228363036
60,30,1020,61440,-5.686567616462708,0.058447265625,-0.00499544263293501,0.00025,0.008320732,3.024411916732788,290,0.2,0.5489636659622192,1.0037504434585571,8.423763245344162
