train/reward,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/clip_fraction,train/n_updates,train/clip_range,train/explained_variance,train/value_loss,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/std,train/learning_rate
-0.013332409,1,1,2048,1671,,,,,,,,,,,
0.48067516,2,2,4096,1611,0.015869140625,10,0.2,-0.05992889404296875,0.5732854702044279,0.1651240885257721,-2.833974114060402,-0.000681467201502528,0.0047966456,0.997227668762207,0.00025
0.016282642,3,3,6144,1565,0.0224609375,20,0.2,0.05126631259918213,2.1104019546881316,0.5661816000938416,-2.8368264943361283,-0.003981301930616609,0.0021457945,1.002246379852295,0.00025
0.5183578,4,5,8192,1538,0.07080078125,30,0.2,0.0579451322555542,3.240123586729169,1.420487403869629,-2.84908916130662,-0.006179132598481374,0.0066810846,1.0068562030792236,0.00025
1.326633,5,6,10240,1525,0.04658203125,40,0.2,0.01820141077041626,3.7478959534317253,1.2406506538391113,-2.8533352628350257,-3.068279183935374e-05,0.0043693306,1.0091243982315063,0.00025
-0.235232,6,8,12288,1515,0.0732421875,50,0.2,0.42686647176742554,1.568842895887792,0.5802565813064575,-2.852892206609249,-0.00752940781894722,0.0070606484,1.008579134941101,0.00025
0.3067538,7,9,14336,1508,0.0486328125,60,0.2,0.09656268358230591,7.482686026394367,2.9793214797973633,-2.856676446646452,-0.0038863714697072284,0.0060988604,1.0117542743682861,0.00025
1.4506762,8,10,16384,1516,0.018505859375,70,0.2,-0.03848707675933838,31.48348074257374,17.340173721313477,-2.8570473909378054,-0.0022197451151441784,0.005524675,1.0077461004257202,0.00025
-0.23493339,9,12,18432,1521,0.072705078125,80,0.2,-0.014214396476745605,3.332117745652795,2.2083241939544678,-2.8552880868315698,-0.001913484548276756,0.008832768,1.0137940645217896,0.00025
-0.22041893,10,13,20480,1520,0.055322265625,90,0.2,0.08919042348861694,2.100926558300853,0.957993745803833,-2.865116731077433,-0.0014159177677356637,0.0080222655,1.0113651752471924,0.00025
0.17482387,11,14,22528,1515,0.02568359375,100,0.2,0.1227673888206482,3.9446639392524956,1.9006774425506592,-2.8628329537808894,-0.001343286974588409,0.0057604257,1.0150938034057617,0.00025
-0.75593793,12,16,24576,1512,0.01123046875,110,0.2,0.042475998401641846,28.98520657122135,14.324372291564941,-2.865527702867985,-0.0020768927090102805,0.0017807757,1.0131628513336182,0.00025
-0.5880247,13,17,26624,1509,0.013330078125,120,0.2,0.17510569095611572,27.618716531991957,6.846642017364502,-2.8640565417706965,-0.0007326939696213231,0.0026108453,1.0137042999267578,0.00025
1.5788689,14,18,28672,1509,0.01875,130,0.2,0.2715381383895874,30.21254279911518,11.86101245880127,-2.8635427720844744,-0.0022604916521231644,0.002622459,1.014406681060791,0.00025
0.49651584,15,20,30720,1493,0.029150390625,140,0.2,0.12625080347061157,9.010092697292567,5.270388603210449,-2.866977982968092,-0.004091629832691979,0.0042045834,1.0150071382522583,0.00025
-3.386091,16,22,32768,1474,0.03349609375,150,0.2,0.07306987047195435,41.36114161610603,22.447248458862305,-2.8645151376724245,-0.0028484623791882767,0.0029138569,1.0115940570831299,0.00025
0.026108319,17,23,34816,1456,0.03486328125,160,0.2,0.07929855585098267,3.178941385820508,0.9306219220161438,-2.857493159919977,-0.0025128263660008088,0.0031550517,1.0080552101135254,0.00025
2.534369,18,25,36864,1453,0.045703125,170,0.2,0.12607306241989136,6.244706300646067,5.383639335632324,-2.8506543800234794,-0.0024238780693849548,0.005910966,1.0044453144073486,0.00025
0.44736952,19,26,38912,1449,0.03369140625,180,0.2,0.08440977334976196,9.45203619003296,4.168593406677246,-2.860314978659153,-0.0029599620698718353,0.0036757572,1.0187900066375732,0.00025
0.22993207,20,28,40960,1439,0.019189453125,190,0.2,0.10473674535751343,24.13728471249342,4.3896164894104,-2.8717330649495123,-0.002293182161520235,0.0035133497,1.0158312320709229,0.00025
-2.486559,21,29,43008,1438,0.06025390625,200,0.2,0.26187968254089355,10.946398878097535,7.959873676300049,-2.8765318490564824,-0.002718023961642757,0.008077424,1.024202823638916,0.00025
-0.17766252,22,31,45056,1436,0.0384765625,210,0.2,0.1967340111732483,33.09626800715923,18.799570083618164,-2.887725143879652,-0.0028968351281946523,0.0056351996,1.0246214866638184,0.00025
0.04971959,23,33,47104,1401,0.01787109375,220,0.2,0.18095892667770386,54.316397559642795,43.51833724975586,-2.884035596996546,-0.0025984521169448273,0.003776602,1.0233279466629028,0.00025
0.4934753,24,35,49152,1396,0.043212890625,230,0.2,0.08153414726257324,64.74428416490555,30.802967071533203,-2.882797942310572,-0.0001308785693254322,0.0044113323,1.0248385667800903,0.00025
0.04420895,25,36,51200,1389,0.04892578125,240,0.2,0.5875231027603149,16.64027872085571,10.502427101135254,-2.876779265701771,-0.0014888455712934955,0.006962376,1.0133793354034424,0.00025
-4.8874493,26,38,53248,1376,0.03564453125,250,0.2,0.3372107148170471,45.362128818035124,40.217647552490234,-2.8633350007236005,-0.0012755431882396806,0.004930892,1.0125515460968018,0.00025
-3.9144573,27,40,55296,1360,0.028271484375,260,0.2,0.2737894058227539,65.20059884190559,33.4271125793457,-2.8640547022223473,-0.0017894619828439317,0.003360356,1.0155867338180542,0.00025
1.9878815,28,42,57344,1352,0.031494140625,270,0.2,-0.00010156631469726562,66.18983328342438,24.99314308166504,-2.8677524723112584,0.0008578372544434387,0.005361822,1.0123748779296875,0.00025
0.7023526,29,44,59392,1349,0.04228515625,280,0.2,0.5500348210334778,27.712723997235297,15.1698579788208,-2.8704483032226564,-0.0021284609785652718,0.0056226267,1.020197868347168,0.00025
0.52539843,30,45,61440,1349,0.05595703125,290,0.2,0.3628632426261902,58.799499571323395,21.017967224121094,-2.8871905907988547,-0.002612958333338611,0.009070078,1.032256841659546,0.00025
5.7134867,31,47,63488,1348,0.02705078125,300,0.2,0.38220739364624023,76.7819729924202,55.60343551635742,-2.903186898678541,-0.000709559723327402,0.0052996506,1.0330902338027954,0.00025
-3.2342997,32,49,65536,1336,0.02939453125,310,0.2,0.0627405047416687,57.795621359348296,22.218276977539062,-2.898973385989666,-8.747650135774166e-05,0.0050381767,1.0270212888717651,0.00025
1.9753743,33,50,67584,1336,0.051513671875,320,0.2,0.4956665635108948,40.69877581596374,15.623071670532227,-2.890246197581291,-0.002374790429166751,0.0058802683,1.0256551504135132,0.00025
-0.027407385,34,51,69632,1339,0.012451171875,330,0.2,0.375684916973114,75.07768499255181,48.98368453979492,-2.897637490183115,-0.0010548138976446352,0.0044204798,1.0375123023986816,0.00025
14.105815,35,53,71680,1343,0.023779296875,340,0.2,0.35514944791793823,84.97084574699402,51.38846206665039,-2.913735153526068,-0.0022613851047935895,0.0043631312,1.0411230325698853,0.00025
-2.7865953,36,54,73728,1347,0.04814453125,350,0.2,0.008770525455474854,49.01226975917816,19.03156280517578,-2.9208912692964075,-8.004557457752526e-05,0.004516574,1.0424535274505615,0.00025
-1.823592,37,56,75776,1347,0.05087890625,360,0.2,0.3887792229652405,57.6902194917202,31.254743576049805,-2.919269981235266,-0.002302883400989231,0.006744731,1.0403163433074951,0.00025
0.5245856,38,57,77824,1347,0.03779296875,370,0.2,0.3035629987716675,84.728788793087,31.215211868286133,-2.91812996044755,0.0020111849593376975,0.0036441456,1.040360689163208,0.00025
-0.29892436,39,59,79872,1345,0.049267578125,380,0.2,0.2982029318809509,89.57733753919601,36.8245849609375,-2.9127027168869972,-0.00012502148310886697,0.00823856,1.0350432395935059,0.00025
-2.994941,40,60,81920,1349,0.037353515625,390,0.2,-0.00035881996154785156,41.283917891979215,30.556467056274414,-2.9119549177587034,-0.0023178943549282847,0.0059006456,1.0407257080078125,0.00025
