time/iterations,train/reward,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/std,train/value_loss,train/loss,train/entropy_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/explained_variance
1,-0.024894137,3268,0,2048,,,,,,,,,,,
2,-2.0912597,2921,1,4096,0.00025,0.9986287951469421,0.03915328097064048,-0.0005954615771770477,-1.418210691958666,0.0052880943,10,0.03046875,0.2,-0.002403197542298585,0.0
3,-2.780017,2820,2,6144,0.00025,0.9973134398460388,11.593292152881622,7.564855098724365,-1.4173490412533283,0.003383464,20,0.024462890625,0.2,-0.0012829401894123293,0.0014986991882324219
4,-0.42534736,2774,2,8192,0.00025,0.999907374382019,9.420504760742187,4.207973480224609,-1.4174069188535214,0.004680857,30,0.00859375,0.2,-0.0013900520541938021,0.015426695346832275
5,-10.226094,2749,3,10240,0.00025,1.000859260559082,43.68847689628601,22.456274032592773,-1.4190776757895947,0.00044076223,40,0.0,0.2,-0.0002468563267029822,0.020200729370117188
6,-0.2804558,2704,4,12288,0.00025,1.00232994556427,43.60435135364533,19.781360626220703,-1.4205007985234261,6.125195e-05,50,0.0,0.2,0.00011377923947293311,-0.004141449928283691
7,0.189837,2695,5,14336,0.00025,1.0128087997436523,7.754105462133884,5.4689412117004395,-1.4268115974962712,0.0020787455,60,0.01181640625,0.2,-0.0013313744639162906,-0.0035463571548461914
8,2.5779781,2689,6,16384,0.00025,1.0137251615524292,31.276944029331208,21.920310974121094,-1.4323174715042115,0.003487667,70,0.00263671875,0.2,-0.0007138127737562172,-0.0020674467086791992
9,0.5318766,2597,7,18432,0.00025,1.0145460367202759,13.8846375644207,4.572457313537598,-1.4335511386394502,0.0046685752,80,0.031396484375,0.2,-0.003065587129094638,-0.002562284469604492
10,0.9627404,2594,7,20480,0.00025,1.013772964477539,55.39387499094009,31.46225357055664,-1.4330723755061627,0.0008606764,90,0.0,0.2,-0.00025675130600575356,0.02368706464767456
11,-1.4471554,2596,8,22528,0.00025,1.0136981010437012,33.86654784679413,12.334405899047852,-1.4326640337705612,0.0030135137,100,0.002294921875,0.2,-0.0010895842904574237,0.014022886753082275
12,0.50013334,2599,9,24576,0.00025,1.0173333883285522,20.994243884086607,13.303701400756836,-1.4347521841526032,0.0031022104,110,0.012109375,0.2,-0.0012328314551268704,0.05302947759628296
13,3.4855902,2602,10,26624,0.00025,1.0146690607070923,79.95744128227234,47.50041198730469,-1.4347365379333497,0.0037010757,120,0.010400390625,0.2,-0.0013876030745450408,0.027176856994628906
14,1.7542157,2594,11,28672,0.00025,1.0139471292495728,16.489474141597746,8.897222518920898,-1.4321554079651833,0.003382578,130,0.024267578125,0.2,-0.0023711670961347408,0.015304088592529297
15,-7.323482,2592,11,30720,0.00025,1.0159324407577515,77.23318362236023,45.4037971496582,-1.4341086730360986,0.0021138466,140,0.005859375,0.2,-0.0009764008573256433,0.048178672790527344
16,0.16849467,2573,12,32768,0.00025,1.016416072845459,56.170095443725586,25.05292510986328,-1.4356317892670631,0.0026943758,150,0.01220703125,0.2,-0.0014501096731692087,0.006425321102142334
17,1.5889527,2564,13,34816,0.00025,1.018646001815796,40.405937099456786,23.722536087036133,-1.4360715284943582,0.0037259152,160,0.0185546875,0.2,-0.0026029739310615696,0.06340241432189941
18,6.817882,2557,14,36864,0.00025,1.0180871486663818,103.44770865440368,57.905921936035156,-1.437907549738884,0.0050180205,170,0.055322265625,0.2,-0.005265080276876688,0.03012913465499878
19,0.52101654,2560,15,38912,0.00025,1.0148624181747437,15.796716964244842,7.284653186798096,-1.4352917447686195,0.004010262,180,0.015283203125,0.2,-0.000651126955926884,-0.003499269485473633
20,0.9359376,2564,15,40960,0.00025,1.014007329940796,102.68198752403259,45.90586471557617,-1.432935144752264,0.0010653739,190,0.02177734375,0.2,-0.0017217004409758375,0.04734867811203003
21,-3.1694934,2567,16,43008,0.00025,1.0224432945251465,63.59777649641037,31.284616470336914,-1.4369928561151029,0.003471122,200,0.025537109375,0.2,-0.0011125938821351157,-0.0050089359283447266
22,-0.7049192,2569,17,45056,0.00025,1.030448079109192,47.32401945590973,15.221755027770996,-1.4444369941949844,0.0041975975,210,0.0373046875,0.2,-0.002496046214946546,0.018958866596221924
23,0.581571,2571,18,47104,0.00025,1.0226515531539917,114.35744154453278,51.07061004638672,-1.4472235813736916,0.0021496455,220,0.012548828125,0.2,-0.0009400607130373828,0.01760256290435791
24,1.0471267,2571,19,49152,0.00025,1.0125011205673218,16.393588840961456,8.008475303649902,-1.4375890761613845,0.0054676416,230,0.08427734375,0.2,-0.006722674058983103,0.00982654094696045
25,7.8340836,2574,19,51200,0.00025,1.0081688165664673,118.42432808876038,61.486759185791016,-1.429357923567295,0.0026163124,240,0.00712890625,0.2,-0.0003878723451634869,0.01268690824508667
