time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/reward,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/clip_range,train/std,train/clip_fraction,train/learning_rate,train/value_loss,train/explained_variance,train/loss
2048,0,3087,1,-0.017102262,,,,,,,,,,,
4096,1,2696,2,-0.04994443,-1.4217990092933177,-0.0017014414537698031,10,0.0026095167,0.2,1.004250168800354,0.0169921875,0.00025,0.31759637044742706,0.0,0.09096647799015045
6144,2,2496,3,-0.06631414,-1.4222167521715163,9.440155699849128e-05,20,0.0013835552,0.2,1.002034306526184,0.0,0.00025,0.1595541149377823,0.0,0.07663321495056152
8192,3,2476,4,-0.25714663,-1.4238957785069943,-0.00025959170307032764,30,0.0019363535,0.2,1.0069992542266846,0.00185546875,0.00025,0.05772142589557916,0.0,0.004158273339271545
10240,4,2462,5,-8.952032,-1.4270502187311649,-0.0014220547542208805,40,0.0035994276,0.2,1.0083889961242676,0.01416015625,0.00025,2.753185099363327,0.00029772520065307617,1.7898324728012085
12288,5,2450,6,-0.39293596,-1.4273197442293166,-0.00018075718253385276,50,0.002048009,0.2,1.0087095499038696,0.000927734375,0.00025,32.92255470752716,-0.0009148120880126953,22.195396423339844
14336,5,2447,7,0.30994785,-1.4311787746846676,-0.0017177224188344553,60,0.0041035363,0.2,1.0165719985961914,0.014404296875,0.00025,11.024599543213844,0.01357048749923706,6.285026550292969
16384,7,2316,8,2.9056466,-1.4353952243924142,-0.0007020995864877478,70,0.00095319934,0.2,1.015947699546814,0.00078125,0.00025,73.9799367427826,0.024642527103424072,33.35464859008789
18432,8,2300,9,0.8133907,-1.4340616703033446,-0.0018247373518534005,80,0.003769096,0.2,1.0139241218566895,0.018115234375,0.00025,17.369841861724854,0.049748003482818604,7.551769256591797
20480,8,2304,10,1.351102,-1.43265643119812,-0.00015302431565942243,90,0.00066465384,0.2,1.0139813423156738,0.000146484375,0.00025,75.59762419462204,0.04145932197570801,61.14128112792969
22528,11,1968,11,-1.3518465,-1.433809259533882,7.328684587264434e-05,100,0.00052174844,0.2,1.0165075063705444,4.8828125e-05,0.00025,58.40975993871689,-0.024821877479553223,62.012001037597656
24576,12,1983,12,0.47849482,-1.4342110708355904,-0.0007937166068586521,110,0.002237563,0.2,1.0133458375930786,0.001953125,0.00025,29.053954178094862,0.017920255661010742,17.850324630737305
26624,13,2009,13,3.5096242,-1.432108973711729,-0.0018660479254322127,120,0.0043613445,0.2,1.0136237144470215,0.014208984375,0.00025,68.58733897209167,0.018837571144104004,30.862083435058594
28672,14,2031,14,0.93266743,-1.4315320506691933,-0.0013637780590215697,130,0.004815803,0.2,1.0098536014556885,0.02626953125,0.00025,15.734768933057785,0.009655296802520752,5.849786281585693
30720,14,2049,15,-1.1460176,-1.4269057139754295,-0.0011085906691732817,140,0.0026923656,0.2,1.0075098276138306,0.005126953125,0.00025,65.69156892299652,0.09081417322158813,39.48259353637695
32768,15,2066,16,0.00043180672,-1.4257018752396107,-0.0003724642636370845,150,0.0015056229,0.2,1.0071706771850586,0.0123046875,0.00025,1.6630270715802908,0.0608634352684021,0.823975682258606
34816,16,2080,17,0.12300461,-1.4339625976979733,0.00015661170618841425,160,0.0014077276,0.2,1.0227547883987427,0.0021484375,0.00025,0.9504950866103172,0.0,0.22653502225875854
36864,17,2092,18,0.66040856,-1.454791821539402,-0.00024983629409689454,170,0.0010215641,0.2,1.0503699779510498,0.003125,0.00025,0.3633734818547964,0.0,0.1451648771762848
38912,18,2104,19,0.1642916,-1.4658433444797994,-0.0019148513645632192,180,0.0042110495,0.2,1.0455422401428223,0.0326171875,0.00025,0.026935493433848025,0.0,-0.004511029459536076
40960,19,2115,20,0.6111239,-1.462608563154936,-0.0027437451790319756,190,0.005230032,0.2,1.044274091720581,0.028759765625,0.00025,5.3706616654992105,-0.0955655574798584,2.3491199016571045
43008,20,2126,21,-2.4961426,-1.4616057634353639,-0.0019446590202278457,200,0.0029203678,0.2,1.0430047512054443,0.009375,0.00025,27.353046935796737,-0.0360567569732666,12.056159019470215
45056,21,2136,22,-0.17876567,-1.4604667745530606,-0.001460799820779357,210,0.0036159968,0.2,1.0415741205215454,0.0134765625,0.00025,19.585860615968706,0.0781550407409668,7.915894985198975
47104,21,2145,23,0.45112103,-1.458851294964552,3.187406400684267e-05,220,0.00070723164,0.2,1.0394264459609985,0.0001953125,0.00025,66.75772588253021,0.03634756803512573,50.93623733520508
49152,22,2153,24,0.6776089,-1.4589783653616906,-0.0013434191612759605,230,0.0016480831,0.2,1.043229341506958,0.001708984375,0.00025,9.032953092455864,0.21474075317382812,3.600764036178589
51200,23,2161,25,4.56732,-1.4617871008813381,-0.001287312526255846,240,0.0067551685,0.2,1.0435057878494263,0.02626953125,0.00025,68.44461972713471,0.07819747924804688,25.95599937438965
